1,http://www.nergis.com.tr/,Business
2,http://www.and-group.com/,Business
3,http://www.inetonline.com,Computers
4,http://cagle.msnbc.com/teacher/,Reference
5,http://www.orvidas.com/,Arts
6,http://www.lustgartenfoundation.org,Health
7,http://www.electrohype.org/,Arts
8,http://www.okumafishing.com/,Business
9,http://www.ivcooking.com/p269_39.php,Home
10,http://www.asianheats.com/zdenka/,Adult
11,http://www.geocities.com/verangel2001/silverwater.html,Computers
12,http://www.alfa.com.mx/,Business
13,http://rxinsider.com/monographs/osteoporosis.htm,Health
14,http://www.an-alternative-angel.com/,Arts
15,http://www.angelfire.com/tv/watcherscomp/,Arts
16,http://www.taiji-enamel.com/,Business
17,http://www.asthmaaustralia.org.au/,Health
18,http://www.freewebs.com/advancedmedicalbilling/,Business
19,http://www.batman-on-film.com/setreport.html,Arts
20,http://3totango.warnerbros.com/,Arts
21,http://www.geocities.com/sherry_penman/index.html,Arts
22,http://www.joechiu.com/computing/vaio/linuxon505.html,Computers
23,http://archive.gamespy.com/reviews/may02/mm9/,Games
24,http://www.purvisrealestate.com,Business
25,http://www.hornyasian.com/,Adult
26,http://www.ezbsystems.com/,Computers
27,http://www.redhotjazz.com/bix.html,Arts
28,http://www.em.ca/garden/native/nat_euphorbia%20esula.html,Science
29,http://www.geocities.com/sweeterpeas/,Home
30,http://www.cadetsofcordova.org/,Arts
31,http://www.bodaciousimages.com,Arts
32,http://www.cca.org/,Arts
33,http://www.geocities.com/garycampos/maravich/maravich.html,Recreation
34,http://www.lures.info/,Recreation
35,http://www.middletonplacehounds.com/,Recreation
36,http://www.americanboating.org/,Recreation
37,http://www.angelfire.com/or/petermarsh/,Recreation
38,http://eee.ntu.ac.uk/research/vision/asobania/index.html,Computers
39,http://www.cqionline.com/,Business
40,http://apolloguide.com/mov_revtemp.asp?cid=1262,Arts
41,http://www.vcpa.com.au/index.php?option=com_content&amp;task=view&amp;id=70,News
42,http://www.thomasfuchs.com/,Arts
43,http://ccrhindia.org,Health
44,http://canineworld.com/glenimaalterrierclub/,Recreation
45,http://www.health.nsw.gov.au/public-health/health-promotion/,Health
46,http://www.blasterexchange.com/,Business
47,http://www.gwu.edu/~folklife/bighouse,Arts
48,http://www.geocities.com/kkleen9/steinsrehab.html,Arts
49,http://www.homegamearcade.com,Games
50,http://www.unitedstationers.com/,Business
51,http://www.isleuthhound.com/,Computers
52,http://www.smgfan.com/,Arts
53,http://www.ces.ncsu.edu/depts/hort/consumer/factsheets/trees-new/pinus_banksiana.html,Science
54,http://www.vcpa.com.au/index.php?option=com_content&amp;task=view&amp;id=74,News
55,http://www.free-adult-model-pics-adult-model.com/nude-adult-model/,Adult
56,http://www.geocities.com/yosemite/9758/shr19.htm,Home
57,http://www.cardioassoc.com/patient_pgs/conditions/congestive.asp,Health
58,http://www.factmonster.com/spot/hhm1.html,Kids
59,http://www.cs.cmu.edu/afs/cs/project/ai-repository/ai/lang/scheme/impl/0.html,Computers
60,http://c.webring.com/hub?ring=age_of_legends&amp;list,Arts
61,http://www.discoverlife.org/nh/tx/plantae/dicotyledoneae/fabaceae/trifolium/index.html,Science
62,http://www.gamerdad.com/detail.cfm?itemid=1796,Games
63,http://www.oldbridgecellars.com/,Recreation
64,http://sunsite.icm.edu.pl/cjackson/corot/,Arts
65,http://www.home-business-network.com/,Business
66,http://www.gma.org/fogm/raja_laevis.htm,Science
67,http://www.geocities.com/brandnamepunx/,Arts
68,http://www.ballyhoo.be/,Computers
69,http://groups.yahoo.com/group/virginians-announce,Arts
70,http://www.yourchicagotherapist.com,Health
71,http://edis.ifas.ufl.edu/pdffiles/ep/ep30000.pdf,Science
